,Country,Plant,Capacity (MW),Status,Status 2016 (done by Data4Good),Status 2017 (done by Data4Good),Status 2018 (done by Data4Good),Status 2019 (done by Data4Good),Combustion technology,Coal type,Latitude,Longitude,Annual CO2 (million tonnes / annum),Annual CO2 emissions (millions of tonnes) in 2016,Annual CO2 emissions (millions of tonnes) in 2017,Annual CO2 emissions (millions of tonnes) in 2018,Annual CO2 emissions (millions of tonnes) in 2019
11188,Turkey,Soma power station,165,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,39.19446,27.6352,1.0433405359999999,1.0433405359999999,1.0433405359999999,1.0433405359999999,1.0433405359999999
11189,Turkey,Soma power station,165,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,39.19446,27.6352,1.0433405359999999,1.0433405359999999,1.0433405359999999,1.0433405359999999,1.0433405359999999
11190,Turkey,Star Refinery Socar power station,672,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,38.817,26.9103,2.8111559089999996,,,,
11191,Turkey,Teyo Tufanbeyli power station,350,Pre-permit,Not operating,Not operating,Not operating,Not operating,CFB,Lignite,38.2299,36.2481,1.7389008940000001,,,,
11192,Turkey,Teyo Tufanbeyli power station,350,Pre-permit,Not operating,Not operating,Not operating,Not operating,CFB,Lignite,38.2299,36.2481,1.7389008940000001,,,,
11193,Turkey,Tosyal? ?skenderun power station,1 200,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,36.6971,36.2042,5.157002728,,,,
11194,Turkey,Trakya Emba power station,1 200,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,41.94809,28.04148,5.157002728,,,,
11195,Turkey,Tufanbeyli power station,150,Operating,Operating,Operating,Operating,Operating,CFB,Lignite,38.18562,36.269940000000005,0.8129926257,0.8129926257,0.8129926257,0.8129926257,0.8129926257
11196,Turkey,Tufanbeyli power station,150,Operating,Operating,Operating,Operating,Operating,CFB,Lignite,38.18562,36.269940000000005,0.8129926257,0.8129926257,0.8129926257,0.8129926257,0.8129926257
11197,Turkey,Tufanbeyli power station,150,Operating,Operating,Operating,Operating,Operating,CFB,Lignite,38.18562,36.269940000000005,0.8129926257,0.8129926257,0.8129926257,0.8129926257,0.8129926257
11198,Turkey,Tunçbilek Kütahya power station,300,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Lignite,39.61978,29.46588,1.473872232,,,,
11199,Turkey,Tunçbilek Kütahya power station,65,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,39.6292,29.46234,0.4256919721,0.4256919721,0.4256919721,0.4256919721,0.4256919721
11200,Turkey,Tunçbilek Kütahya power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,39.6292,29.46234,0.9823660894,0.9823660894,0.9823660894,0.9823660894,0.9823660894
11201,Turkey,Tunçbilek Kütahya power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,39.6292,29.46234,0.9823660894,0.9823660894,0.9823660894,0.9823660894,0.9823660894
11202,Turkey,Uluköy power station,160,Pre-permit,Not operating,Not operating,Not operating,Not operating,CFB,Lignite,38.19998,30.27055,0.8671921341,,,,
11203,Turkey,Uluköy power station,160,Pre-permit,Not operating,Not operating,Not operating,Not operating,CFB,Lignite,38.19998,30.27055,0.8671921341,,,,
11204,Turkey,Uluköy power station,160,Pre-permit,Not operating,Not operating,Not operating,Not operating,CFB,Lignite,38.19998,30.27055,0.8671921341,,,,
11205,Turkey,Uluköy power station,160,Pre-permit,Not operating,Not operating,Not operating,Not operating,CFB,Lignite,38.19998,30.27055,0.8671921341,,,,
11206,Turkey,Umut power station,660,Cancelled,Operating,Operating,Operating,Operating,unknown,Bituminous,41.133,37.156,2.760956696,2.760956696,2.760956696,2.760956696,2.760956696
11207,Turkey,Vize power station,330,Announced,Not operating,Not operating,Not operating,Not operating,unknown,unknown,41.573,27.81165,1.542604294,,,,
11208,Turkey,Vize power station,330,Announced,Not operating,Not operating,Not operating,Not operating,unknown,unknown,41.573,27.81165,1.542604294,,,,
11209,Turkey,Yata?an power station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,37.330909999999996,28.10238,1.375312525,1.375312525,1.375312525,1.375312525,1.375312525
11210,Turkey,Yata?an power station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,37.330909999999996,28.10238,1.375312525,1.375312525,1.375312525,1.375312525,1.375312525
11211,Turkey,Yata?an power station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,37.330909999999996,28.10238,1.375312525,1.375312525,1.375312525,1.375312525,1.375312525
11212,Turkey,Yenidere power station,100,Pre-permit,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,37.4584,28.67483,0.5419950838,,,,
11213,Turkey,Yenidere power station,100,Pre-permit,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,37.4584,28.67483,0.5419950838,,,,
11214,Turkey,Yeniköy power station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,37.140190000000004,27.871540000000003,1.375312525,1.375312525,1.375312525,1.375312525,1.375312525
11215,Turkey,Yeniköy power station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,37.140190000000004,27.871540000000003,1.375312525,1.375312525,1.375312525,1.375312525,1.375312525
11216,Turkey,Yeniyurt power station,300,Cancelled,Operating,Operating,Operating,Operating,unknown,unknown,36.885999999999996,36.150999999999996,1.40236754,1.40236754,1.40236754,1.40236754,1.40236754
11217,Turkey,Ye?ilovac?k power station,1 254,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,unknown,36.20061,33.663740000000004,5.20761567,,,,
11218,Turkey,Y?ld?r?m Elaz?? power station,200,Cancelled,Not operating,Not operating,Not operating,Not operating,CFB,unknown,38.662,39.772,1.031400546,,,,
11219,Turkey,Yüksek Gölovas? power station,1 200,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,37.36833,35.706109999999995,5.099518326,,,,
11220,Turkey,Yumurtal?k IC ?çta? power station,600,Pre-permit,Not operating,Not operating,Not operating,Not operating,unknown,unknown,36.77,35.79,2.549759163,,,,
11221,Turkey,Yumurtal?k IC ?çta? power station,600,Shelved,Not operating,Not operating,Not operating,Not operating,unknown,unknown,36.77,35.79,2.549759163,,,,
11222,Turkey,Yunus Emre power station,145,Operating,Not operating,Not operating,Not operating,Operating,Subcritical,Lignite,39.98431,31.635640000000002,0.7858928715000001,,,,0.7858928715000001
11223,Turkey,Yunus Emre power station,145,Construction,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,39.98431,31.635640000000002,0.7858928715000001,,,,
11224,Turkey,Zafer power station,1 320,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,41.604440000000004,32.511109999999995,5.521913392999999,,,,
11225,Turkey,ZETES power station,160,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,41.50747,31.89491,0.8799281242,0.8799281242,0.8799281242,0.8799281242,0.8799281242
11226,Turkey,ZETES power station,615,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,41.50357,31.887179999999997,2.765520858,2.765520858,2.765520858,2.765520858,2.765520858
11227,Turkey,ZETES power station,615,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,41.50357,31.887179999999997,2.765520858,2.765520858,2.765520858,2.765520858,2.765520858
11228,Turkey,ZETES power station,700,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,41.51376,31.90922,2.861588471,2.861588471,2.861588471,2.861588471,2.861588471
11229,Turkey,ZETES power station,700,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,41.51376,31.90922,2.861588471,2.861588471,2.861588471,2.861588471,2.861588471
11230,Turkey,ZETES power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Bituminous,41.521,31.929000000000002,2.69806913,,,,
11231,Turkey,Zonguldak Modern power station,320,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,41.498000000000005,31.868000000000002,1.495858709,,,,
11232,Turkey,Zorlu Akçakoca power station,1 220,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,41.086999999999996,31.12,5.184510298999999,,,,
11233,Turkey,Zorlu Soma power station,1 220,Cancelled,Operating,Operating,Operating,Operating,unknown,unknown,39.186,27.608,5.184510298999999,5.184510298999999,5.184510298999999,5.184510298999999,5.184510298999999
11234,Ukraine,Burshtyn power station,800,Cancelled,Operating,Operating,Operating,Operating,Ultra-super,Bituminous,49.21038,24.666539999999998,3.217105459,3.217105459,3.217105459,3.217105459,3.217105459
11235,Ukraine,Burshtyn power station,195,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.20863,24.66604,1.215118768,1.215118768,1.215118768,1.215118768,1.215118768
11236,Ukraine,Burshtyn power station,195,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.20863,24.66604,1.215118768,1.215118768,1.215118768,1.215118768,1.215118768
11237,Ukraine,Burshtyn power station,195,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.20863,24.66604,1.215118768,1.215118768,1.215118768,1.215118768,1.215118768
11238,Ukraine,Burshtyn power station,195,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.20863,24.66604,1.215118768,1.215118768,1.215118768,1.215118768,1.215118768
11239,Ukraine,Burshtyn power station,185,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.20863,24.66604,1.152804985,1.152804985,1.152804985,1.152804985,1.152804985
11240,Ukraine,Burshtyn power station,185,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.20863,24.66604,1.152804985,1.152804985,1.152804985,1.152804985,1.152804985
11241,Ukraine,Burshtyn power station,195,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.20863,24.66604,1.215118768,1.215118768,1.215118768,1.215118768,1.215118768
11242,Ukraine,Burshtyn power station,208,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.20863,24.66604,1.296126686,1.296126686,1.296126686,1.296126686,1.296126686
11243,Ukraine,Burshtyn power station,185,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.20863,24.66604,1.152804985,1.152804985,1.152804985,1.152804985,1.152804985
11244,Ukraine,Burshtyn power station,206,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.20863,24.66604,1.283663929,1.283663929,1.283663929,1.283663929,1.283663929
11245,Ukraine,Burshtyn power station,195,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.20863,24.66604,1.215118768,1.215118768,1.215118768,1.215118768,1.215118768
11246,Ukraine,Burshtyn power station,195,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.20863,24.66604,1.215118768,1.215118768,1.215118768,1.215118768,1.215118768
11247,Ukraine,Cherkasy power station,60,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.39054,32.067370000000004,0.3738826978,0.3738826978,0.3738826978,0.3738826978,0.3738826978
11248,Ukraine,Cherkasy power station,60,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.39054,32.067370000000004,0.3738826978,0.3738826978,0.3738826978,0.3738826978,0.3738826978
11249,Ukraine,Cherkasy power station,60,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.39054,32.067370000000004,0.3738826978,0.3738826978,0.3738826978,0.3738826978,0.3738826978
11250,Ukraine,Chernihiv power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,51.45496,31.260170000000002,0.3115689148,0.3115689148,0.3115689148,0.3115689148,0.3115689148
11251,Ukraine,Chernihiv power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,51.45496,31.260170000000002,0.3115689148,0.3115689148,0.3115689148,0.3115689148,0.3115689148
11252,Ukraine,Chernihiv power station,100,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,51.45496,31.260170000000002,0.6231378297,0.6231378297,0.6231378297,0.6231378297,0.6231378297
11253,Ukraine,Darnytska power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,50.44777,30.64295,0.3115689148,0.3115689148,0.3115689148,0.3115689148,0.3115689148
11254,Ukraine,Darnytska power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,50.44777,30.64295,0.3115689148,0.3115689148,0.3115689148,0.3115689148,0.3115689148
11255,Ukraine,Darnytska power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,50.44777,30.64295,0.3115689148,0.3115689148,0.3115689148,0.3115689148,0.3115689148
11256,Ukraine,Dobrotvir power station,100,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,50.214290000000005,24.37465,0.6231378297,0.6231378297,0.6231378297,0.6231378297,0.6231378297
11257,Ukraine,Dobrotvir power station,100,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,50.214290000000005,24.37465,0.6231378297,0.6231378297,0.6231378297,0.6231378297,0.6231378297
11258,Ukraine,Dobrotvir power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,50.214290000000005,24.37465,0.9347067445,0.9347067445,0.9347067445,0.9347067445,0.9347067445
11259,Ukraine,Dobrotvir power station,160,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,50.214290000000005,24.37465,0.9970205275,0.9970205275,0.9970205275,0.9970205275,0.9970205275
11260,Ukraine,Dobrotvir power station,600,Cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,Bituminous,50.21337,24.375,2.412829094,,,,
11261,Ukraine,Kalush power station,60,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.07049,24.31852,0.3738826978,0.3738826978,0.3738826978,0.3738826978,0.3738826978
11262,Ukraine,Kalush power station,60,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.07049,24.31852,0.3738826978,0.3738826978,0.3738826978,0.3738826978,0.3738826978
11263,Ukraine,Kalush power station,60,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.07049,24.31852,0.3738826978,0.3738826978,0.3738826978,0.3738826978,0.3738826978
11264,Ukraine,Kalush power station,60,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,49.07049,24.31852,0.3738826978,0.3738826978,0.3738826978,0.3738826978,0.3738826978
11265,Ukraine,Kramatorskaya power station,60,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,48.74771,37.572340000000004,0.3738826978,0.3738826978,0.3738826978,0.3738826978,0.3738826978
11266,Ukraine,Kramatorskaya power station,60,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,48.74771,37.572340000000004,0.3738826978,0.3738826978,0.3738826978,0.3738826978,0.3738826978
11267,Ukraine,Kryvorizka power station,315,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,47.5432,33.65951,1.827512842,1.827512842,1.827512842,1.827512842,1.827512842
11268,Ukraine,Kryvorizka power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,47.5432,33.65951,1.740488421,1.740488421,1.740488421,1.740488421,1.740488421
11269,Ukraine,Kryvorizka power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,47.5432,33.65951,1.740488421,1.740488421,1.740488421,1.740488421,1.740488421
11270,Ukraine,Kryvorizka power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,47.5432,33.65951,1.740488421,1.740488421,1.740488421,1.740488421,1.740488421
11271,Ukraine,Kryvorizka power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,47.5432,33.65951,1.740488421,1.740488421,1.740488421,1.740488421,1.740488421
11272,Ukraine,Kryvorizka power station,282,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,47.5432,33.65951,1.75724868,1.75724868,1.75724868,1.75724868,1.75724868
11273,Ukraine,Kryvorizka power station,282,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Sub-bit,47.5432,33.65951,1.454274769,,,,
11274,Ukraine,Kryvorizka power station,282,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Sub-bit,47.5432,33.65951,1.454274769,,,,
11275,Ukraine,Kryvorizka power station,282,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,47.5432,33.65951,1.75724868,1.75724868,1.75724868,1.75724868,1.75724868
11276,Ukraine,Kryvorizka power station,282,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Sub-bit,47.5432,33.65951,1.454274769,,,,
11277,Ukraine,Kurakhov power station,200,Operating,Operating,Operating,Operating,Operating,Supercritical,Sub-bit,47.99451,37.23708,1.2043130340000001,1.2043130340000001,1.2043130340000001,1.2043130340000001,1.2043130340000001
11278,Ukraine,Kurakhov power station,210,Operating,Operating,Operating,Operating,Operating,Supercritical,Sub-bit,47.99451,37.23708,1.264528685,1.264528685,1.264528685,1.264528685,1.264528685
11279,Ukraine,Kurakhov power station,222,Operating,Operating,Operating,Operating,Operating,Supercritical,Sub-bit,47.99451,37.23708,1.336787467,1.336787467,1.336787467,1.336787467,1.336787467
11280,Ukraine,Kurakhov power station,225,Operating,Operating,Operating,Operating,Operating,Supercritical,Sub-bit,47.99451,37.23708,1.354852163,1.354852163,1.354852163,1.354852163,1.354852163
11281,Ukraine,Kurakhov power station,225,Operating,Operating,Operating,Operating,Operating,Supercritical,Sub-bit,47.99451,37.23708,1.354852163,1.354852163,1.354852163,1.354852163,1.354852163
11282,Ukraine,Kurakhov power station,225,Operating,Operating,Operating,Operating,Operating,Supercritical,Sub-bit,47.99451,37.23708,1.354852163,1.354852163,1.354852163,1.354852163,1.354852163
11283,Ukraine,Kurakhov power station,210,Operating,Operating,Operating,Operating,Operating,Supercritical,Sub-bit,47.99451,37.23708,1.264528685,1.264528685,1.264528685,1.264528685,1.264528685
11284,Ukraine,Ladyzhyn power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,48.70583,29.21867,1.740488421,1.740488421,1.740488421,1.740488421,1.740488421
11285,Ukraine,Ladyzhyn power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,48.70583,29.21867,1.740488421,1.740488421,1.740488421,1.740488421,1.740488421
11286,Ukraine,Ladyzhyn power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,48.70583,29.21867,1.740488421,1.740488421,1.740488421,1.740488421,1.740488421
11287,Ukraine,Ladyzhyn power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,48.70583,29.21867,1.740488421,1.740488421,1.740488421,1.740488421,1.740488421
11288,Ukraine,Ladyzhyn power station,300,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,48.70583,29.21867,1.41817575,,,,
11289,Ukraine,Ladyzhyn power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,48.70583,29.21867,1.740488421,1.740488421,1.740488421,1.740488421,1.740488421
11290,Ukraine,Luganskaya power station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.74935,39.26192,1.2881640090000002,1.2881640090000002,1.2881640090000002,1.2881640090000002,1.2881640090000002
11291,Ukraine,Luganskaya power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.74935,39.26192,1.226822865,1.226822865,1.226822865,1.226822865,1.226822865
11292,Ukraine,Luganskaya power station,200,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,48.74935,39.26192,1.015301682,,,,
11293,Ukraine,Luganskaya power station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.74935,39.26192,1.2881640090000002,1.2881640090000002,1.2881640090000002,1.2881640090000002,1.2881640090000002
11294,Ukraine,Luganskaya power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.74935,39.26192,1.226822865,1.226822865,1.226822865,1.226822865,1.226822865
11295,Ukraine,Luganskaya power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.74935,39.26192,1.226822865,1.226822865,1.226822865,1.226822865,1.226822865
11296,Ukraine,Luganskaya power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.74935,39.26192,1.226822865,1.226822865,1.226822865,1.226822865,1.226822865
11297,Ukraine,Myronivskyi power station,100,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,48.47978,38.28483,0.5076508409,,,,
11298,Ukraine,Myronivskyi power station,60,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,48.47978,38.28483,0.30459050449999997,,,,
11299,Ukraine,Myronivskyi power station,115,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.47978,38.28483,0.7054231476999999,0.7054231476999999,0.7054231476999999,0.7054231476999999,0.7054231476999999
11300,Ukraine,Prydniprovska power station,330,Cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,Bituminous,48.40529,35.11175,1.459761602,,,,
11301,Ukraine,Prydniprovska power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.40529,35.11175,0.9201171491,0.9201171491,0.9201171491,0.9201171491,0.9201171491
11302,Ukraine,Prydniprovska power station,310,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,48.40529,35.11175,1.710821107,1.710821107,1.710821107,1.710821107,1.710821107
11303,Ukraine,Prydniprovska power station,300,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,48.40529,35.11175,1.396039812,,,,
11304,Ukraine,Prydniprovska power station,285,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,48.40529,35.11175,1.4468048969999998,,,,
11305,Ukraine,Prydniprovska power station,300,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,48.40529,35.11175,1.396039812,,,,
11306,Ukraine,Prydniprovska power station,330,Cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,Bituminous,48.40529,35.11175,1.459761602,,,,
11307,Ukraine,Prydniprovska power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.40529,35.11175,0.9201171491,0.9201171491,0.9201171491,0.9201171491,0.9201171491
11308,Ukraine,Prydniprovska power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.40529,35.11175,0.9201171491,0.9201171491,0.9201171491,0.9201171491,0.9201171491
11309,Ukraine,Prydniprovska power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.40529,35.11175,0.9201171491,0.9201171491,0.9201171491,0.9201171491,0.9201171491
11310,Ukraine,Sievierodonetsk CHP power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,48.93809,38.456340000000004,0.3115689148,0.3115689148,0.3115689148,0.3115689148,0.3115689148
11311,Ukraine,Sievierodonetsk CHP power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,48.93809,38.456340000000004,0.3115689148,0.3115689148,0.3115689148,0.3115689148,0.3115689148
11312,Ukraine,Sievierodonetsk CHP power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,48.93809,38.456340000000004,0.3115689148,0.3115689148,0.3115689148,0.3115689148,0.3115689148
11313,Ukraine,Sievierodonetsk CHP power station,60,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,48.93809,38.456340000000004,0.3738826978,0.3738826978,0.3738826978,0.3738826978,0.3738826978
11314,Ukraine,Slavyansk power station,100,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.87068,37.76562,0.6134114327,0.6134114327,0.6134114327,0.6134114327,0.6134114327
11315,Ukraine,Slavyansk power station,100,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.87068,37.76562,0.6134114327,0.6134114327,0.6134114327,0.6134114327,0.6134114327
11316,Ukraine,Slavyansk power station,330,Pre-permit,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,48.872,37.76567,1.518526183,,,,
11317,Ukraine,Slavyansk power station,330,Pre-permit,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,48.872,37.76567,1.518526183,,,,
11318,Ukraine,Slavyansk power station,800,Operating,Operating,Operating,Operating,Operating,Supercritical,unknown,48.87068,37.76562,4.152803565,4.152803565,4.152803565,4.152803565,4.152803565
11319,Ukraine,Starobesheve power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,47.80079,38.00542,1.274806424,1.274806424,1.274806424,1.274806424,1.274806424
11320,Ukraine,Starobesheve power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,47.80079,38.00542,1.274806424,1.274806424,1.274806424,1.274806424,1.274806424
11321,Ukraine,Starobesheve power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,47.80079,38.00542,1.274806424,1.274806424,1.274806424,1.274806424,1.274806424
11322,Ukraine,Starobesheve power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,47.80079,38.00542,1.274806424,1.274806424,1.274806424,1.274806424,1.274806424
11323,Ukraine,Starobesheve power station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,47.80079,38.00542,1.338546745,1.338546745,1.338546745,1.338546745,1.338546745
11324,Ukraine,Starobesheve power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,47.80079,38.00542,1.274806424,1.274806424,1.274806424,1.274806424,1.274806424
11325,Ukraine,Starobesheve power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,47.80079,38.00542,1.274806424,1.274806424,1.274806424,1.274806424,1.274806424
11326,Ukraine,Starobesheve power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,47.80079,38.00542,1.274806424,1.274806424,1.274806424,1.274806424,1.274806424
11327,Ukraine,Starobesheve power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,47.80079,38.00542,1.274806424,1.274806424,1.274806424,1.274806424,1.274806424
11328,Ukraine,Starobesheve power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,47.80079,38.00542,1.274806424,1.274806424,1.274806424,1.274806424,1.274806424
11329,Ukraine,Trypilska power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,50.133379999999995,30.74667,1.780333109,1.780333109,1.780333109,1.780333109,1.780333109
11330,Ukraine,Trypilska power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,50.133379999999995,30.74667,1.780333109,1.780333109,1.780333109,1.780333109,1.780333109
11331,Ukraine,Trypilska power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,50.133379999999995,30.74667,1.780333109,1.780333109,1.780333109,1.780333109,1.780333109
11332,Ukraine,Trypilska power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,50.133379999999995,30.74667,1.780333109,1.780333109,1.780333109,1.780333109,1.780333109
11333,Ukraine,Trypilska power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,50.133379999999995,30.74667,1.780333109,1.780333109,1.780333109,1.780333109,1.780333109
11334,Ukraine,Trypilska power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,50.133379999999995,30.74667,1.780333109,1.780333109,1.780333109,1.780333109,1.780333109
11335,Ukraine,Vuglegirska power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,48.46475,38.202659999999995,1.780333109,1.780333109,1.780333109,1.780333109,1.780333109
11336,Ukraine,Vuglegirska power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,48.46475,38.202659999999995,1.780333109,1.780333109,1.780333109,1.780333109,1.780333109
11337,Ukraine,Vuglegirska power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,48.46475,38.202659999999995,1.780333109,1.780333109,1.780333109,1.780333109,1.780333109
11338,Ukraine,Vuglegirska power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,48.46475,38.202659999999995,1.780333109,1.780333109,1.780333109,1.780333109,1.780333109
