,country_long,capacity_mw,latitude,longitude,primary_fuel,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh,gCO2/KWh,generation_gwh_2017_with_estimated_data,tCO2_emitted_in_2013,tCO2_emitted_in_2014,tCO2_emitted_in_2015,tCO2_emitted_in_2016,tCO2_emitted_in_2017,tCO2_emitted_in_2017_with estimated_data
35,Angola,20.0,-12.37,13.57,Gas,,,,,,0.0,443,0.0,,,,,,0.0
36,Angola,58.0,-8.8383,13.2344,Oil,,,,,,1880.657414170928,778,1880.657414170928,,,,,,1463151.468224982
37,Angola,18.5,-8.8383,13.2344,Oil,,,,,,599.8648648648649,778,599.8648648648649,,,,,,466694.8648648649
38,Angola,10.0,-5.55,12.2,Oil,,,,,,324.2512783053324,778,324.2512783053324,,,,,,252267.4945215486
39,Angola,11.68,-15.1961,12.1522,Gas,,,,,,0.0,443,0.0,,,,,,0.0
40,Angola,11.34,-15.3333,15.0,Oil,,,,,,367.70094959824684,778,367.70094959824684,,,,,,286071.338787436
41,Antarctica,6.6,-77.847,166.6605,Oil,,,,,,,778,,,,,,,
42,Argentina,192.0,-38.9368,-68.3556,Gas,,,,,,991.9287462505287,443,991.9287462505287,,,,,,439424.4345889842
43,Argentina,25.0,-34.8386,-58.4033,Oil,,,,,,407.32467320220576,778,407.32467320220576,,,,,,316898.59575131605
44,Argentina,97.5,-38.9524,-68.0218,Gas,,,,,,503.71381645534666,443,503.71381645534666,,,,,,223145.22068971858
45,Argentina,1.9040000000000001,-39.2145,-70.9157,Oil,,,,,,31.021847111079985,778,31.021847111079985,,,,,,24134.99705242023
46,Argentina,31.0,-23.8219,-64.7847,Oil,,,,,,505.0825947707351,778,505.0825947707351,,,,,,392954.2587316319
47,Argentina,5.7360000000000015,-41.1167,-71.4167,Oil,,,,,,93.45657301951411,778,93.45657301951411,,,,,,72709.21380918198
48,Argentina,2.096,-26.2545,-53.6469,Oil,,,,,,34.15010060127293,778,34.15010060127293,,,,,,26568.77826779034
49,Argentina,31.9,-34.2605,-62.7107,Oil,,,,,,519.7462830060147,778,519.7462830060147,,,,,,404362.6081786794
50,Argentina,27.6,-35.0241,-58.4237,Oil,,,,,,449.6864392152351,778,449.6864392152351,,,,,,349856.0497094529
51,Argentina,1.415,-27.7534,-57.6205,Oil,,,,,,23.05457650324484,778,23.05457650324484,,,,,,17936.460519524484
52,Argentina,1.07,-25.1089,-66.2106,Oil,,,,,,17.433496013054405,778,17.433496013054405,,,,,,13563.259898156328
53,Argentina,4.1819999999999995,-26.0715,-65.9876,Oil,,,,,,68.13727133326498,778,68.13727133326498,,,,,,53010.79709728015
54,Argentina,5.728,-28.4537,-65.7841,Oil,,,,,,93.32622912408935,778,93.32622912408935,,,,,,72607.80625854152
55,Argentina,7.075,-28.4773,-65.7872,Oil,,,,,,115.27288251622423,778,115.27288251622423,,,,,,89682.30259762245
56,Argentina,4.675,-28.4684,-65.7797,Oil,,,,,,76.16971388881247,778,76.16971388881247,,,,,,59260.0374054961
57,Argentina,620.0,-38.7872,-62.2536,Coal,,,,,,515.4115370362747,1050,515.4115370362747,,,,,,541182.1138880884
58,Argentina,540.0,-38.5127,-68.6048,Gas,,,,,,2789.7995988296125,443,2789.7995988296125,,,,,,1235881.2222815184
59,Argentina,11.228,-38.062,-67.9463,Oil,,,,,,182.9376572285746,778,182.9376572285746,,,,,,142325.49732383105
60,Argentina,673.6,-34.9027,-58.7334,Gas,,,,,,3480.016684762273,443,3480.016684762273,,,,,,1541647.391349687
61,Argentina,164.55,-34.9027,-58.7334,Gas,,,,,,850.1139333100238,443,850.1139333100238,,,,,,376600.4724563405
62,Argentina,280.0,-31.7112,-60.7811,Gas,,,,,,1446.562754948688,443,1446.562754948688,,,,,,640827.3004422688
63,Argentina,643.0,-24.7456,-65.0513,Gas,,,,,,3321.9280408285936,443,3321.9280408285936,,,,,,1471614.122087067
64,Argentina,361.0,-24.6894,-65.0425,Coal,,,,,,300.1025239840244,1050,300.1025239840244,,,,,,315107.65018322563
65,Argentina,32.0,-27.7528,-64.2655,Gas,,,,,,165.3214577084215,443,165.3214577084215,,,,,,73237.40576483072
66,Argentina,30.44,-22.3497,-63.7664,Oil,,,,,,495.9585220910057,778,495.9585220910057,,,,,,385855.73018680245
67,Argentina,25.0,-34.7208,-58.3881,Oil,,,,,,407.32467320220576,778,407.32467320220576,,,,,,316898.59575131605
68,Argentina,524.0,-34.6268,-58.5438,Gas,,,,,,2707.1388699754016,443,2707.1388699754016,,,,,,1199262.519399103
69,Argentina,868.2,-24.6894,-65.0425,Gas,,,,,,4485.37779945161,443,4485.37779945161,,,,,,1987022.3651570634
70,Argentina,865.1400000000001,-32.5778,-60.791,Gas,,,,,,4469.5689350582425,443,4469.5689350582425,,,,,,1980019.0382308015
71,Argentina,5.0,-29.1578,-67.5069,Oil,,,,,,81.46493464044116,778,81.46493464044116,,,,,,63379.71915026322
72,Argentina,2.372,-25.6669,-54.0419,Oil,,,,,,38.646964993425286,778,38.646964993425286,,,,,,30067.338764884873
73,Argentina,141.02,-25.9913,-54.6278,Gas,,,,,,728.5509989388,443,728.5509989388,,,,,,322748.09252988844
74,Argentina,1.4,-27.4708,-58.8042,Oil,,,,,,22.810181699323522,778,22.810181699323522,,,,,,17746.3213620737
75,Argentina,1982.2,-34.626,-58.3393,Coal,,,,,,1647.8205624408122,1050,1647.8205624408122,,,,,,1730211.5905628528
76,Argentina,17.94,-33.0349,-68.7971,Gas,,,,,,92.6833422277838,443,92.6833422277838,,,,,,41058.720606908224
77,Argentina,5.052,-30.7636,-64.7538,Oil,,,,,,82.31216996070172,778,82.31216996070172,,,,,,64038.86822942594
78,Argentina,26.0,-32.1613,-64.1537,Gas,,,,,,134.32368438809246,443,134.32368438809246,,,,,,59505.39218392496
79,Argentina,15.0,-43.0907,-65.2298,Oil,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964
80,Argentina,6.3,-38.8706,-70.5753,Oil,,,,,,102.64581764695585,778,102.64581764695585,,,,,,79858.44612933166
81,Argentina,15.0,-27.0922,-54.8625,Oil,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964
82,Argentina,20.0,-34.0414,-60.1297,Oil,,,,,,325.85973856176463,778,325.85973856176463,,,,,,253518.87660105288
83,Argentina,19.2,-28.4431,-62.8569,Oil,,,,,,312.82534901929404,778,312.82534901929404,,,,,,243378.12153701077
84,Argentina,11.5,-28.4431,-62.8569,Oil,,,,,,187.36934967301465,778,187.36934967301465,,,,,,145773.3540456054
85,Argentina,20.0,-41.1497,-71.2633,Oil,,,,,,325.85973856176463,778,325.85973856176463,,,,,,253518.87660105288
86,Argentina,15.62,-32.6103,-62.6864,Oil,,,,,,254.49645581673812,778,254.49645581673812,,,,,,197998.24262542225
87,Argentina,49.8,-35.1364,-60.4311,Gas,,,,,,257.28151855873097,443,257.28151855873097,,,,,,113975.71272151782
88,Argentina,5.0,-34.1636,-59.7683,Oil,,,,,,81.46493464044116,778,81.46493464044116,,,,,,63379.71915026322
89,Argentina,19.2,-28.4706,-65.7647,Oil,,,,,,312.82534901929404,778,312.82534901929404,,,,,,243378.12153701077
90,Argentina,5.0,-38.0528,-70.6136,Oil,,,,,,81.46493464044116,778,81.46493464044116,,,,,,63379.71915026322
91,Argentina,18.0,-29.8883,-61.9297,Oil,,,,,,293.2737647055881,778,293.2737647055881,,,,,,228166.98894094757
92,Argentina,19.4,-27.2369,-61.1939,Oil,,,,,,316.08394640491167,778,316.08394640491167,,,,,,245913.31030302128
93,Argentina,10.0,-29.1581,-67.5072,Oil,,,,,,162.92986928088231,778,162.92986928088231,,,,,,126759.43830052644
94,Argentina,5.0,-38.9133,-67.9414,Oil,,,,,,81.46493464044116,778,81.46493464044116,,,,,,63379.71915026322
95,Argentina,15.3,-33.9222,-61.0769,Oil,,,,,,249.2826999997499,778,249.2826999997499,,,,,,193941.9405998054
96,Argentina,41.78,-32.4767,-58.2672,Gas,,,,,,215.84782822055783,443,215.84782822055783,,,,,,95620.58790170711
97,Argentina,20.0,-27.4708,-58.8042,Oil,,,,,,325.85973856176463,778,325.85973856176463,,,,,,253518.87660105288
98,Argentina,13.2,-38.6871,-62.3961,Coal,,,,,,10.973277885288427,1050,10.973277885288427,,,,,,11521.941779552848
99,Argentina,567.0,-34.8597,-57.9557,Gas,,,,,,2929.289578771093,443,2929.289578771093,,,,,,1297675.2833955942
100,Argentina,16.5,-30.055,-59.5294,Oil,,,,,,268.8342843134558,778,268.8342843134558,,,,,,209153.0731958686
101,Argentina,30.0,-26.1764,-58.2094,Oil,,,,,,488.7896078426468,778,488.7896078426468,,,,,,380278.3149015792
102,Argentina,23.49,-35.0347,-62.9981,Oil,,,,,,382.72226294079246,778,382.72226294079246,,,,,,297757.92056793656
103,Argentina,13.0,-29.1583,-59.2728,Oil,,,,,,211.80883006514702,778,211.80883006514702,,,,,,164787.26979068437
104,Argentina,120.0,-26.8666,-65.2247,Gas,,,,,,619.9554664065806,443,619.9554664065806,,,,,,274640.2716181152
105,Argentina,4.0,-23.9078,-61.8342,Oil,,,,,,65.17194771235292,778,65.17194771235292,,,,,,50703.77532021057
106,Argentina,7.04,-28.4733,-65.7275,Oil,,,,,,114.70262797374113,778,114.70262797374113,,,,,,89238.6445635706
107,Argentina,24.5,-33.2425,-62.395,Oil,,,,,,399.17817973816165,778,399.17817973816165,,,,,,310560.62383628974
108,Argentina,15.0,-25.9564,-60.6204,Oil,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964
109,Argentina,22.0,-34.5708,-60.9161,Oil,,,,,,358.44571241794114,778,358.44571241794114,,,,,,278870.7642611582
110,Argentina,40.4,-34.9344,-58.016,Oil,,,,,,658.2366718947644,778,658.2366718947644,,,,,,512108.1307341267
111,Argentina,19.2,-29.3811,-66.8325,Oil,,,,,,312.82534901929404,778,312.82534901929404,,,,,,243378.12153701077
112,Argentina,10.0,-29.3808,-66.8319,Oil,,,,,,162.92986928088231,778,162.92986928088231,,,,,,126759.43830052644
113,Argentina,7.0,-25.1286,-58.2597,Oil,,,,,,114.05090849661758,778,114.05090849661758,,,,,,88731.60681036848
114,Argentina,10.4,-37.0781,-57.8181,Gas,,,,,,53.72947375523698,443,53.72947375523698,,,,,,23802.156873569984
115,Argentina,23.37,-37.0781,-57.8181,Gas,,,,,,120.73632708268156,443,120.73632708268156,,,,,,53486.19289762793
116,Argentina,6.0,-27.0289,-58.6997,Oil,,,,,,97.75792156852938,778,97.75792156852938,,,,,,76055.66298031586
117,Argentina,15.0,-40.8421,-68.0869,Oil,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964
118,Argentina,15.002,-34.8578,-61.5206,Oil,,,,,,244.42738989517963,778,244.42738989517963,,,,,,190164.50933844974
119,Argentina,15.686,-35.1917,-59.0808,Oil,,,,,,255.57179295399197,778,255.57179295399197,,,,,,198834.85491820576
120,Argentina,25.0,-35.1001,-57.4839,Oil,,,,,,407.32467320220576,778,407.32467320220576,,,,,,316898.59575131605
121,Argentina,41.0,-34.3931,-58.8372,Gas,,,,,,211.81811768891504,443,211.81811768891504,,,,,,93835.42613618936
122,Argentina,32.0,-37.4102,-68.9,Oil,,,,,,521.3755816988233,778,521.3755816988233,,,,,,405630.20256168453
123,Argentina,20.0,-38.2472,-57.8242,Oil,,,,,,325.85973856176463,778,325.85973856176463,,,,,,253518.87660105288
124,Argentina,38.8,-36.9439,-60.2361,Gas,,,,,,200.4522674714611,443,200.4522674714611,,,,,,88800.35448985727
125,Argentina,15.0,-23.1258,-64.3069,Oil,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964
126,Argentina,40.0,-31.7764,-60.4553,Gas,,,,,,206.65182213552688,443,206.65182213552688,,,,,,91546.75720603841
127,Argentina,15.0,-28.5339,-65.7997,Oil,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964
128,Argentina,7.2,-27.3236,-58.5667,Oil,,,,,,117.30950588223524,778,117.30950588223524,,,,,,91266.79557637902
129,Argentina,22.4,-35.8336,-61.8758,Oil,,,,,,364.9629071891764,778,364.9629071891764,,,,,,283941.14179317927
130,Argentina,21.0,-37.0953,-56.8789,Gas,,,,,,108.4922066211516,443,108.4922066211516,,,,,,48062.04753317016
131,Argentina,16.25,-25.6786,-59.0756,Oil,,,,,,264.7610375814337,778,264.7610375814337,,,,,,205984.08723835542
132,Argentina,246.0,-26.9955,-65.166,Gas,,,,,,1270.9087061334903,443,1270.9087061334903,,,,,,563012.5568171362
133,Argentina,19.2,-31.2567,-61.5203,Oil,,,,,,312.82534901929404,778,312.82534901929404,,,,,,243378.12153701077
134,Argentina,24.0,-35.055,-64.2406,Oil,,,,,,391.03168627411753,778,391.03168627411753,,,,,,304222.65192126343
135,Argentina,130.0,-31.8919,-60.0106,Gas,,,,,,671.6184219404622,443,671.6184219404622,,,,,,297526.9609196248
136,Argentina,20.0,-26.8156,-60.4114,Oil,,,,,,325.85973856176463,778,325.85973856176463,,,,,,253518.87660105288
137,Argentina,15.0,-26.8153,-60.4125,Oil,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964
138,Argentina,22.5,-27.4597,-65.6055,Oil,,,,,,366.5922058819851,778,366.5922058819851,,,,,,285208.7361761844
139,Argentina,5.1000000000000005,-34.5252,-58.6206,Oil,,,,,,83.09423333324997,778,83.09423333324997,,,,,,64647.31353326848
140,Argentina,396.62,-26.9955,-65.166,Gas,,,,,,2049.056142384817,443,2049.056142384817,,,,,,907731.871076474
141,Argentina,11.5,-34.5252,-58.6206,Oil,,,,,,187.36934967301465,778,187.36934967301465,,,,,,145773.3540456054
142,Argentina,6.0,-28.2628,-58.0006,Oil,,,,,,97.75792156852938,778,97.75792156852938,,,,,,76055.66298031586
143,Argentina,10.0,-22.5406,-63.8056,Oil,,,,,,162.92986928088231,778,162.92986928088231,,,,,,126759.43830052644
144,Argentina,8.0,-28.4289,-65.7878,Oil,,,,,,130.34389542470583,778,130.34389542470583,,,,,,101407.55064042113
145,Argentina,15.0,-28.0486,-67.5667,Oil,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964
146,Argentina,438.0,-26.9955,-65.166,Gas,,,,,,2262.837452384019,443,2262.837452384019,,,,,,1002436.9914061204
147,Argentina,19.2,-33.7736,-61.9564,Oil,,,,,,312.82534901929404,778,312.82534901929404,,,,,,243378.12153701077
148,Argentina,10.0,-31.8919,-60.0106,Oil,,,,,,162.92986928088231,778,162.92986928088231,,,,,,126759.43830052644
149,Argentina,15.0,-27.5808,-60.7094,Oil,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964
150,Argentina,5.0,-39.0872,-67.0881,Oil,,,,,,81.46493464044116,778,81.46493464044116,,,,,,63379.71915026322
151,Argentina,70.12,-31.3934,-64.2059,Gas,,,,,,362.26064420357864,443,362.26064420357864,,,,,,160481.46538218533
152,Argentina,68.44,-34.8902,-57.933,Gas,,,,,,353.58126767388643,443,353.58126767388643,,,,,,156636.5015795317
153,Argentina,872.3,-34.6533,-58.342,Gas,,,,,,4506.559611220502,443,4506.559611220502,,,,,,1996405.9077706824
154,Argentina,2.215,-30.0102,-59.5321,Oil,,,,,,36.08896604571542,778,36.08896604571542,,,,,,28077.215583566598
155,Argentina,321.0,-34.627,-58.3382,Gas,,,,,,1658.3808726376033,443,1658.3808726376033,,,,,,734662.7265784582
156,Argentina,67.5,-37.2742,-69.652,Gas,,,,,,348.7249498537016,443,348.7249498537016,,,,,,154485.15278518983
157,Argentina,60.0,-28.6072,-65.1228,Gas,,,,,,309.9777332032903,443,309.9777332032903,,,,,,137320.1358090576
158,Argentina,72.78,-34.0364,-63.9217,Gas,,,,,,376.0029903755912,443,376.0029903755912,,,,,,166569.3247363869
159,Argentina,1.33,-29.1388,-59.2277,Oil,,,,,,21.669672614357342,778,21.669672614357342,,,,,,16859.00529397001
160,Argentina,17.3,-29.1388,-59.2277,Gas,,,,,,89.37691307361538,443,89.37691307361538,,,,,,39593.97249161162
161,Argentina,3.115,-33.2422,-62.3946,Oil,,,,,,50.75265428099485,778,50.75265428099485,,,,,,39485.565030613994
162,Argentina,1.052,-27.4252,-57.3341,Oil,,,,,,17.140222248348817,778,17.140222248348817,,,,,,13335.09290921538
163,Argentina,1.33,-27.5785,-56.6726,Oil,,,,,,21.669672614357342,778,21.669672614357342,,,,,,16859.00529397001
164,Argentina,1.33,-29.1762,-56.6394,Oil,,,,,,21.669672614357342,778,21.669672614357342,,,,,,16859.00529397001
165,Argentina,128.0,-34.889,-57.9206,Gas,,,,,,661.285830833686,443,661.285830833686,,,,,,292949.6230593229
166,Argentina,42.0,-29.3823,-66.8325,Oil,,,,,,684.3054509797057,778,684.3054509797057,,,,,,532389.640862211
167,Argentina,22.15,-27.4184,-55.9097,Gas,,,,,,114.43344650754801,443,114.43344650754801,,,,,,50694.01680284377
168,Argentina,549.76,-33.0551,-68.981,Gas,,,,,,2840.2226434306813,443,2840.2226434306813,,,,,,1258218.6310397917
169,Argentina,34.0,-36.7208,-63.1977,Gas,,,,,,175.65404881519783,443,175.65404881519783,,,,,,77814.74362513264
170,Argentina,201.3,-38.0495,-57.546,Gas,,,,,,1039.975294897039,443,1039.975294897039,,,,,,460709.0556393883
171,Argentina,1.035,-28.0441,-58.2285,Oil,,,,,,16.863241470571314,778,16.863241470571314,,,,,,13119.601864104483
172,Argentina,2.3080000000000003,-29.1808,-58.0793,Oil,,,,,,37.60421383002763,778,37.60421383002763,,,,,,29256.078359761497
173,Argentina,250.0,-33.1608,-64.3656,Gas,,,,,,1291.5738883470426,443,1291.5738883470426,,,,,,572167.2325377399
174,Argentina,206.0,-38.5785,-58.7108,Coal,,,,,,171.24963972495576,1050,171.24963972495576,,,,,,179812.12171120354
175,Argentina,3.38,-26.2072,-64.2477,Oil,,,,,,55.07029581693821,778,55.07029581693821,,,,,,42844.69014557793
176,Argentina,1217.7,-34.5721,-58.3835,Gas,,,,,,6290.998095360777,443,6290.998095360777,,,,,,2786912.156244824
177,Argentina,17.2,-27.5019,-55.1245,Gas,,,,,,88.86028351827653,443,88.86028351827653,,,,,,39365.10559859651
178,Argentina,1.72,-38.6851,-59.7804,Oil,,,,,,28.023937516311754,778,28.023937516311754,,,,,,21802.623387690546
179,Argentina,2.135,-29.7148,-57.0933,Oil,,,,,,34.785527091468374,778,34.785527091468374,,,,,,27063.140077162396
180,Argentina,123.7,-45.7934,-67.5145,Gas,,,,,,639.0707599541169,443,639.0707599541169,,,,,,283108.3466596738
181,Argentina,1.11,-29.34,-58.6077,Oil,,,,,,18.085215490177934,778,18.085215490177934,,,,,,14070.297651358433
182,Argentina,45.6,-46.7842,-67.9498,Gas,,,,,,235.58307723450062,443,235.58307723450062,,,,,,104363.30321488378
183,Argentina,467.0,-31.6651,-63.8314,Gas,,,,,,2412.660023432276,443,2412.660023432276,,,,,,1068808.3903804983
184,Argentina,216.0,-31.6662,-63.8344,Coal,,,,,,179.56272903199246,1050,179.56272903199246,,,,,,188540.8654835921
185,Argentina,31.5,-31.5129,-68.5399,Gas,,,,,,162.7383099317274,443,162.7383099317274,,,,,,72093.07129975523
186,Argentina,42.0,-42.7069,-65.1048,Gas,,,,,,216.9844132423032,443,216.9844132423032,,,,,,96124.09506634032
187,Argentina,589.0,-34.5754,-58.3788,Coal,,,,,,489.6409601844608,1050,489.6409601844608,,,,,,514123.00819368387
188,Argentina,35.57,-33.1614,-64.3649,Gas,,,,,,183.7651328340173,443,183.7651328340173,,,,,,81407.95384546966
189,Argentina,40.0,-31.4391,-62.1119,Gas,,,,,,206.65182213552688,443,206.65182213552688,,,,,,91546.75720603841
190,Argentina,4.218,-40.1511,-71.334,Oil,,,,,,68.72381886267615,778,68.72381886267615,,,,,,53467.13107516205
191,Argentina,644.0,-33.3562,-60.1729,Coal,,,,,,535.3629513731627,1050,535.3629513731627,,,,,,562131.0989418208
192,Argentina,2.2159999999999997,-26.6253,-54.1102,Oil,,,,,,36.105259032643524,778,36.105259032643524,,,,,,28089.891527396663
193,Argentina,2.25,-36.2314,-66.9381,Oil,,,,,,36.65922058819852,778,36.65922058819852,,,,,,28520.87361761845
194,Argentina,2.6839999999999997,-28.5497,-56.0722,Oil,,,,,,43.730376914988796,778,43.730376914988796,,,,,,34022.233239861285
195,Argentina,226.0,-32.9053,-60.6807,Coal,,,,,,187.87581833902908,1050,187.87581833902908,,,,,,197269.60925598053
196,Argentina,140.0,-31.463,-64.2388,Gas,,,,,,723.281377474344,443,723.281377474344,,,,,,320413.6502211344
197,Argentina,17.0,-22.5099,-63.797,Gas,,,,,,87.82702440759891,443,87.82702440759891,,,,,,38907.37181256632
198,Argentina,163.20000000000005,-33.3655,-60.1435,Gas,,,,,,843.1394343129497,443,843.1394343129497,,,,,,373510.7694006367
199,Argentina,3.2,-29.2352,-61.7577,Oil,,,,,,52.137558169882325,778,52.137558169882325,,,,,,40563.02025616845
200,Argentina,9.1,-33.7777,-61.9555,Oil,,,,,,148.26618104560288,778,148.26618104560288,,,,,,115351.08885347904
201,Argentina,130.0,-37.2487,-56.9973,Gas,,,,,,671.6184219404622,443,671.6184219404622,,,,,,297526.9609196248
202,Argentina,48.0,-39.0872,-67.0881,Gas,,,,,,247.98218656263225,443,247.98218656263225,,,,,,109856.10864724609
203,Argentina,560.0,-32.5807,-60.7903,Gas,,,,,,2893.125509897376,443,2893.125509897376,,,,,,1281654.6008845377
204,Armenia,1110.0,40.564,44.7479,Gas,,,,,,1890.6214396685655,443,1890.6214396685655,,,,,,837545.2977731745
205,Armenia,271.0,40.1152,44.4973,Gas,,,,,,461.5841532884516,443,461.5841532884516,,,,,,204481.77990678407
206,Armenia,550.0,40.1138,44.5038,Gas,,,,,,936.7944070429828,443,936.7944070429828,,,,,,414999.9223200414
207,Australia,4.0,-34.5509,138.7659,Oil,,,,,,42.1162232359168,778,42.1162232359168,,,,,,32766.42167754327
208,Australia,50.0,-34.5034,139.0246,Oil,,,1.6530555555555555,5.300833333333333,7.6497222222222225,526.45279044896,778,7.6497222222222225,,,1286.0772222222222,4124.048333333333,5951.483888888889,5951.483888888889
209,Australia,165.0,-38.3861,144.1828,Coal,1095.6769444444444,1239.9627777777778,1260.2611111111114,167.88,,,1050,,1150460.7916666667,1301960.9166666667,1323274.166666667,176274.0,,
210,Australia,55.6,-34.2082,150.7722,Gas,204.8044444444444,238.29444444444442,163.58361111111108,158.93305555555554,64.53472222222223,,443,64.53472222222223,90728.36888888887,105564.43888888888,72467.53972222221,70407.34361111111,28588.88194444445,28588.88194444445
211,Australia,32.0,-16.7162,128.4031,Oil,,,,,,336.9297858873344,778,336.9297858873344,,,,,,262131.37342034615
212,Australia,94.0,-37.8429,147.5639,Gas,132.45666666666668,154.88555555555556,149.82111111111112,197.5405555555556,168.52444444444444,,443,168.52444444444444,58678.30333333334,68614.30111111111,66370.75222222223,87510.46611111113,74656.3288888889,74656.3288888889
